D10A_data-2006-03-26-0836.txt

d10a.D10A Time	Hr	Mn	Sec	fractions of sec	Pitch	Bank	Heading	IAS	Baro Altitude	Yaw rate	Ny	Nz
(seconds)	(Hr)	(Mn)	(Sec)	(1/64 sec)	(deg)	(deg)	(deg mag)	(KIAS)	(ft)	(deg/s)	(g)	(g)
1143381038.01	13	55	43	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381039.01	13	55	44	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381040.01	13	55	45	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381041.01	13	55	46	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381042.01	13	55	47	27	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143381043.01	13	55	48	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381044.01	13	55	49	27	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381045.01	13	55	50	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381046.01	13	55	51	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381047.01	13	55	52	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381048.01	13	55	53	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381049.01	13	55	54	27	9.9	1.1	309	0.0	-318.24148	+002	0.02	1.0
1143381050.01	13	55	55	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381051.01	13	55	56	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381052.01	13	55	57	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381053.01	13	55	58	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381054.01	13	55	59	27	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381055.01	13	56	00	27	10.0	1.1	309	0.0	-318.24148	+002	0.02	1.0
1143381056.01	13	56	01	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381057.01	13	56	02	27	9.9	1.1	309	0.0	-318.24148	+002	0.02	1.0
1143381058.01	13	56	03	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381059.01	13	56	04	27	9.9	1.1	309	0.0	-318.24148	+002	0.02	1.0
1143381060.01	13	56	05	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381061.01	13	56	06	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381062.01	13	56	07	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381063.01	13	56	08	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381064.01	13	56	09	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381065.01	13	56	10	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381066.01	13	56	11	27	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381067.01	13	56	12	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381068.01	13	56	13	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381069.01	13	56	14	27	9.9	1.1	309	0.0	-318.24148	+002	0.02	1.0
1143381070.01	13	56	15	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381071.01	13	56	16	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381072.01	13	56	17	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381073.01	13	56	18	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381074.01	13	56	19	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381075.01	13	56	20	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381076.01	13	56	21	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381077.01	13	56	22	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381078.01	13	56	23	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381079.01	13	56	24	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381080.01	13	56	25	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381081.01	13	56	26	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381082.01	13	56	27	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381083.01	13	56	28	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381084.01	13	56	29	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381085.01	13	56	30	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381086.01	13	56	31	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381087.01	13	56	32	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381088.01	13	56	33	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381089.01	13	56	34	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381090.01	13	56	35	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381091.01	13	56	36	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381092.01	13	56	37	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381093.01	13	56	38	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381094.01	13	56	39	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381095.01	13	56	40	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381096.01	13	56	41	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381097.01	13	56	42	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381098.01	13	56	43	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381099.01	13	56	44	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381100.01	13	56	45	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381101.01	13	56	46	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381102.01	13	56	47	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381103.01	13	56	48	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381104.01	13	56	49	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381105.01	13	56	50	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381106.01	13	56	51	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381107.01	13	56	52	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381108.01	13	56	53	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381109.01	13	56	54	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381110.01	13	56	55	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381111.01	13	56	56	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381112.01	13	56	57	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381113.01	13	56	58	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381114.01	13	56	59	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381115.01	13	57	00	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381116.01	13	57	01	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381117.01	13	57	02	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381118.01	13	57	03	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381119.01	13	57	04	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381120.01	13	57	05	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381121.01	13	57	06	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381122.01	13	57	07	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381123.01	13	57	08	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381124.01	13	57	09	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381125.01	13	57	10	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381126.01	13	57	11	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381127.01	13	57	12	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381128.01	13	57	13	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381129.01	13	57	14	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381130.01	13	57	15	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381131.01	13	57	16	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381132.0	13	57	17	25	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381133.01	13	57	18	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381134.0	13	57	19	26	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381135.01	13	57	20	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381136.01	13	57	21	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381137.01	13	57	22	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381138.06	13	57	23	21	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381139.01	13	57	24	24	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381140.01	13	57	25	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381141.01	13	57	26	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381142.01	13	57	27	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381143.01	13	57	28	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381144.01	13	57	29	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381145.01	13	57	30	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381146.01	13	57	31	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381147.01	13	57	32	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381148.01	13	57	33	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381149.01	13	57	34	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381150.01	13	57	35	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381151.01	13	57	36	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381152.01	13	57	37	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381153.01	13	57	38	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381154.01	13	57	39	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381155.01	13	57	40	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381156.01	13	57	41	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381157.01	13	57	42	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381158.0	13	57	43	26	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381159.01	13	57	44	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381160.01	13	57	45	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381161.01	13	57	46	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381162.01	13	57	47	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381163.01	13	57	48	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381164.01	13	57	49	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381165.01	13	57	50	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381166.01	13	57	51	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381167.01	13	57	52	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381168.01	13	57	53	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381169.01	13	57	54	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381170.07	13	57	55	12	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381171.01	13	57	56	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381172.01	13	57	57	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381173.01	13	57	58	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381174.01	13	57	59	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381175.01	13	58	00	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381176.01	13	58	01	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381177.01	13	58	02	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381178.01	13	58	03	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381179.03	13	58	04	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381180.01	13	58	05	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381181.01	13	58	06	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381182.01	13	58	07	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381183.01	13	58	08	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381184.01	13	58	09	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381185.01	13	58	10	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381186.01	13	58	11	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381187.01	13	58	12	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381188.01	13	58	13	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381189.01	13	58	14	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381190.01	13	58	15	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381191.01	13	58	16	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381192.01	13	58	17	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381193.0	13	58	18	26	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381194.01	13	58	19	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381195.08	13	58	20	22	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381196.01	13	58	21	18	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381197.01	13	58	22	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381198.0	13	58	23	26	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381199.01	13	58	24	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381200.01	13	58	25	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381201.01	13	58	26	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381202.01	13	58	27	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381203.01	13	58	28	26	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381204.01	13	58	29	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381205.01	13	58	30	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381206.01	13	58	31	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381207.01	13	58	32	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381208.01	13	58	33	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381209.01	13	58	34	26	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381210.01	13	58	35	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381211.01	13	58	36	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381212.01	13	58	37	26	10.1	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381213.02	13	58	38	26	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381214.01	13	58	39	27	10.1	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381215.01	13	58	40	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381216.01	13	58	41	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381217.01	13	58	42	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381218.01	13	58	43	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381219.01	13	58	44	25	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381220.01	13	58	45	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381221.01	13	58	46	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381222.0	13	58	47	25	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381223.03	13	58	48	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381224.0	13	58	49	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381225.01	13	58	50	25	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381226.0	13	58	51	25	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381227.01	13	58	52	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381228.03	13	58	53	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381229.01	13	58	54	27	10.1	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381230.0	13	58	55	26	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381231.0	13	58	56	25	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381232.0	13	58	57	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381233.01	13	58	58	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381234.0	13	58	59	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381235.0	13	59	00	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381236.01	13	59	01	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381237.14	13	59	02	16	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381238.0	13	59	03	08	10.1	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381239.01	13	59	04	27	10.1	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381240.06	13	59	04	61	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381241.01	13	59	06	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381242.01	13	59	07	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381243.01	13	59	08	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381244.01	13	59	09	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381245.01	13	59	10	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381246.01	13	59	11	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381247.01	13	59	12	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381248.01	13	59	13	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381249.01	13	59	14	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381250.01	13	59	15	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381251.01	13	59	16	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381252.01	13	59	17	27	10.0	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381253.01	13	59	18	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381254.02	13	59	19	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381255.01	13	59	20	24	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381256.11	13	59	21	08	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381257.01	13	59	22	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381258.01	13	59	23	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381259.02	13	59	24	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381260.01	13	59	25	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381261.01	13	59	26	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381262.0	13	59	27	25	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381263.01	13	59	28	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381264.01	13	59	29	26	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381265.01	13	59	30	24	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381266.05	13	59	31	24	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381267.0	13	59	32	24	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381268.01	13	59	33	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381269.02	13	59	34	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381270.01	13	59	35	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381271.02	13	59	36	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381272.01	13	59	37	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381273.0	13	59	38	26	10.1	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381274.02	13	59	39	26	10.1	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381275.03	13	59	40	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381276.03	13	59	41	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381277.02	13	59	42	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381278.01	13	59	43	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381279.03	13	59	44	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381280.0	13	59	45	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381281.02	13	59	46	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381282.04	13	59	47	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381283.01	13	59	48	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381284.04	13	59	49	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381285.01	13	59	50	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381286.02	13	59	51	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381287.01	13	59	52	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381288.0	13	59	53	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381289.01	13	59	54	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381290.01	13	59	55	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381291.0	13	59	56	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381292.01	13	59	57	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381293.01	13	59	58	26	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381294.01	13	59	59	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381295.04	14	00	00	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381296.01	14	00	01	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381297.01	14	00	02	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381298.0	14	00	03	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381299.0	14	00	04	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381300.04	14	00	05	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381301.0	14	00	06	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381302.0	14	00	07	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381303.01	14	00	08	26	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381304.01	14	00	09	26	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381305.04	14	00	10	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381306.04	14	00	11	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381307.04	14	00	12	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381308.01	14	00	13	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381309.0	14	00	14	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381310.0	14	00	15	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381311.01	14	00	16	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381312.0	14	00	17	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381313.02	14	00	18	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381314.0	14	00	19	27	9.9	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381315.0	14	00	20	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381316.02	14	00	21	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381317.0	14	00	22	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381318.02	14	00	23	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381319.0	14	00	24	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381320.0	14	00	25	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381321.0	14	00	26	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381322.01	14	00	27	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381323.0	14	00	28	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381324.0	14	00	29	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381325.0	14	00	30	27	10.0	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381326.0	14	00	31	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381327.07	14	00	32	21	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381328.0	14	00	33	14	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381329.0	14	00	34	27	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381330.0	14	00	35	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381331.0	14	00	36	27	10.0	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381332.0	14	00	37	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381333.0	14	00	38	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381334.0	14	00	39	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381335.0	14	00	40	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381336.0	14	00	41	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381337.0	14	00	42	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
